DiseaseName,DiseaseID,Sourse
Middle lobe syndrome,"MeSH:D008878(Middle Lobe Syndrome),""MedDRA:10056708(Brock's syndrome)"",""NDFRT:N0000002014(Middle Lobe Syndrome [Disease/Finding])"",""SnoMedCT:28295001(Middle lobe syndrome)"",""UMLS:C0026069(C0026069)""",PharmGKB
Migraine NOS,"MeSH:D008881(Migraine Disorders),""MedDRA:10027599(Migraine)"",""NDFRT:N0000171630(Migraine Disorders [Disease/Finding])"",""SnoMedCT:193041007(Migraine NOS)"",""UMLS:C0149931(C0149931)""",PharmGKB
Migraine with Aura,"MeSH:D020325(Migraine with Aura),""MedDRA:10027601(Migraine aura)"",""NDFRT:N0000171631(Migraine with Aura [Disease/Finding])"",""SnoMedCT:4473006(Migraine with aura)"",""UMLS:C0154723(C0154723)""",PharmGKB
Migraine without Aura,"MeSH:D020326(Migraine without Aura),""MedDRA:10010108(Common migraine)"",""NDFRT:N0000171632(Migraine without Aura [Disease/Finding])"",""SnoMedCT:193029000(Common migraine NOS)"",""SnoMedCT:56097005(Migraine without aura)"",""UMLS:C0338480(C0338480)""",PharmGKB
Mikulicz's disease,"MeSH:D008882(Mikulicz' Disease),""MedDRA:10051457(Mikulicz's disease)"",""NDFRT:N0000002016(Mikulicz' Disease [Disease/Finding])"",""SnoMedCT:7826003(Mikulicz's disease)"",""UMLS:C0026103(C0026103)""",PharmGKB
Miosis,"MeSH:D015877(Miosis),""MedDRA:10027646(Miosis)"",""NDFRT:N0000003350(Miosis [Disease/Finding])"",""SnoMedCT:63251006(Persistent miosis)"",""UMLS:C0026205(C0026205)""",PharmGKB
Missed abortion,"MeSH:D000030(Abortion, Missed)"""",""MedDRA:10000230(Abortion missed)"",""""NDFRT:N0000000271(Abortion, Missed [Disease/Finding])"""",""SnoMedCT:16607004(Missed abortion)"",""UMLS:C0000814(C0000814)""",PharmGKB
Mite Infestations,"MeSH:D008924(Mite Infestations),""MedDRA:10000351(Acariasis)"",""NDFRT:N0000002018(Mite Infestations [Disease/Finding])"",""SnoMedCT:187214007(Acariasis)"",""SnoMedCT:187217000(Acariasis NOS)"",""SnoMedCT:240885009(Dermatosis due to mites)"",""UMLS:C0026229(C0026229)""",PharmGKB
Mitochondrial Diseases,"MeSH:D028361(Mitochondrial Diseases),""NDFRT:N0000010931(Mitochondrial Diseases [Disease/Finding])"",""UMLS:C0751651(Mitochondrial Diseases [Disease/Finding])""",PharmGKB
Mitochondrial Encephalomyopathies,"MeSH:D017237(Mitochondrial Encephalomyopathies),""NDFRT:N0000003558(Mitochondrial Encephalomyopathies [Disease/Finding])"",""UMLS:C0162666(Mitochondrial Encephalomyopathies [Disease/Finding])""",PharmGKB
Mitochondrial Encephalomyopathies,"MeSH:D017237(Mitochondrial Encephalomyopathies),""NDFRT:N0000003558(Mitochondrial Encephalomyopathies [Disease/Finding])"",""UMLS:C0162666(Mitochondrial Encephalomyopathies [Disease/Finding])""",PharmGKB
Mitochondrial Myopathies,"MeSH:D017240(Mitochondrial Myopathies),""MedDRA:10050029(Mitochondrial cytopathy)"",""NDFRT:N0000003559(Mitochondrial Myopathies [Disease/Finding])"",""SnoMedCT:16851005(Mitochondrial myopathy)"",""SnoMedCT:240096000(Mitochondrial cytopathy)"",""UMLS:C0162670(C0162670)""",PharmGKB
Mitral Valve Insufficiency,"MeSH:D008944(Mitral Valve Insufficiency),""MedDRA:10027715(Mitral incompetence)"",""NDFRT:N0000002019(Mitral Valve Insufficiency [Disease/Finding])"",""SnoMedCT:48724000(Mitral valve regurgitation)"",""UMLS:C0026266(C0026266)""",PharmGKB
Mitral Valve Prolapse,"MeSH:D008945(Mitral Valve Prolapse),""MedDRA:10004127(Barlow's syndrome)"",""NDFRT:N0000002020(Mitral Valve Prolapse [Disease/Finding])"",""SnoMedCT:409712001(Mitral valve prolapse)"",""SnoMedCT:8074002(J.B. Barlow's syndrome)"",""UMLS:C0026267(C0026267)""",PharmGKB
Mitral Valve Stenosis,"MeSH:D008946(Mitral Valve Stenosis),""MedDRA:10027719(Mitral stenosis)"",""NDFRT:N0000002021(Mitral Valve Stenosis [Disease/Finding])"",""SnoMedCT:79619009(Mitral valve stenosis)"",""UMLS:C0026269(C0026269)""",PharmGKB
Mixed gonadal dysgenesis,"MeSH:D006060(Gonadal Dysgenesis, Mixed)"""",""""NDFRT:N0000001378(Gonadal Dysgenesis, Mixed [Disease/Finding])"""",""SnoMedCT:83579008(Mixed gonadal dysgenesis)"",""UMLS:C0018055(C0018055)""",PharmGKB
"Mixed Tumor, Malignant","MeSH:D018198(Mixed Tumor, Malignant)"""",""""NDFRT:N0000003672(Mixed Tumor, Malignant [Disease/Finding])"""",""""SnoMedCT:8145008(Mixed tumour, malignant)"""",""UMLS:C0206625(C0206625)""",PharmGKB
Mobius Syndrome,"MeSH:D020331(Mobius Syndrome),""MedDRA:10030069(Oculofacial paralysis)"",""NDFRT:N0000004114(Mobius Syndrome [Disease/Finding])"",""SnoMedCT:89444000(Oromandibular-limb hypogenesis spectrum)"",""UMLS:C0221060(C0221060)""",PharmGKB
Molluscum Contagiosum,"MeSH:D008976(Molluscum Contagiosum),""MedDRA:10027807(Molluscum contagiosum)"",""NDFRT:N0000002024(Molluscum Contagiosum [Disease/Finding])"",""SnoMedCT:40070004(Molluscum contagiosum infection)"",""UMLS:C0026393(C0026393)""",PharmGKB
Monckeberg's medial sclerosis,"MeSH:D050380(Monckeberg Medial Calcific Sclerosis),""MedDRA:10003212(Arteriosclerosis Moenckeberg-type)"",""NDFRT:N0000171660(Monckeberg Medial Calcific Sclerosis [Disease/Finding])"",""SnoMedCT:69742007(Monckeberg's medial sclerosis)"",""UMLS:C0887866(C0887866)""",PharmGKB
Mongolian spot,"MeSH:D049328(Mongolian Spot),""MedDRA:10027815(Mongolian spot)"",""NDFRT:N0000010939(Mongolian Spot [Disease/Finding])"",""SnoMedCT:40467008(Mongolian spot)"",""UMLS:C0265985(C0265985)""",PharmGKB
Monosomy,"MeSH:D009006(Monosomy),""NDFRT:N0000002027(Monosomy [Disease/Finding])"",""SnoMedCT:86277003(Monosomy)"",""UMLS:C0026499(C0026499)""",PharmGKB
Monsters,"MeSH:D009008(Monsters),""""NDFRT:N0000002028(Abnormalities, Severe Teratoid [Disease/Finding])"""",""SnoMedCT:205785001(Monster NOS)"",""SnoMedCT:54900001(Monster)"",""UMLS:C0026505(C0026505)""",PharmGKB
Mood Disorders,"MeSH:D019964(Mood Disorders),""MedDRA:10001437(Affecive disorder NOS)"",""NDFRT:N0000003975(Mood Disorders [Disease/Finding])"",""SnoMedCT:46206005(Mood disorder)"",""UMLS:C0525045(C0525045)""",PharmGKB
Morphine Dependence,"MeSH:D009021(Morphine Dependence),""NDFRT:N0000002030(Morphine Dependence [Disease/Finding])"",""SnoMedCT:231479000(Morphine dependence)"",""UMLS:C0026552(C0026552)""",PharmGKB
Mossy foot disease,"MeSH:D002862(Chromoblastomycosis),""MedDRA:10008803(Chromoblastomycosis)"",""NDFRT:N0000000782(Chromoblastomycosis [Disease/Finding])"",""SnoMedCT:252402000(Mossy foot disease)"",""UMLS:C0008582(C0008582)""",PharmGKB
Motion Sickness,"MeSH:D009041(Motion Sickness),""MedDRA:10027990(Motion sickness)"",""NDFRT:N0000002031(Motion Sickness [Disease/Finding])"",""SnoMedCT:212974006(Motion sickness NOS)"",""""SnoMedCT:269278001(Travel sickness, unspecified)"""",""SnoMedCT:37031009(Motion sickness)"",""UMLS:C0026603(C0026603)""",PharmGKB
Motor Neuron Disease,"MeSH:D016472(Motor Neuron Disease),""MedDRA:10028002(Motor neuron disease)"",""NDFRT:N0000003418(Motor Neuron Disease [Disease/Finding])"",""SnoMedCT:192890000(Motor neurone disease NOS)"",""SnoMedCT:37340000(Motor neuron disease)"",""UMLS:C0085084(C0085084)""",PharmGKB
Mousepox,"MeSH:D004482(Ectromelia, Infectious)"""",""""NDFRT:N0000001054(Ectromelia, Infectious [Disease/Finding])"""",""SnoMedCT:73233006(Mousepox)"",""UMLS:C0013591(C0013591)""",PharmGKB
Mouth Diseases,NDFRT:N0000002036(Mouth Diseases),PharmGKB
Mouth Neoplasms,"MeSH:D009062(Mouth Neoplasms),""MedDRA:10028029(Mouth neoplasia)"",""NDFRT:N0000002037(Mouth Neoplasms [Disease/Finding])"",""SnoMedCT:126797001(Neoplasm of mouth)"",""SnoMedCT:235075007(Tumor of oral cavity)"",""UMLS:C0026640(C0026640)""",PharmGKB
Movement Disorders,"MeSH:D009069(Movement Disorders),""MedDRA:10013927(Dyskinesia syndrome)"",""NDFRT:N0000002039(Movement Disorders [Disease/Finding])"",""SnoMedCT:60342002(Movement disorder)"",""UMLS:C0026650(C0026650)""",PharmGKB
Mowat-Wilson Syndrome,null,PharmGKB
Moyamoya Disease,"MeSH:D009072(Moyamoya Disease),""MedDRA:10028047(Moyamoya disease)"",""NDFRT:N0000002040(Moyamoya Disease [Disease/Finding])"",""SnoMedCT:69116000(Moyamoya disease)"",""SnoMedCT:89142007(Progressive intracranial arterial occlusion)"",""UMLS:C0026654(C0026654)""",PharmGKB
MPTP Poisoning,"MeSH:D020267(MPTP Poisoning),""NDFRT:N0000004087(MPTP Poisoning [Disease/Finding])"",""SnoMedCT:15782007(MPTP-induced parkinsonism)"",""UMLS:C0270730(C0270730)""",PharmGKB
MPTP-induced parkinsonism,"MeSH:D020267(MPTP Poisoning),""NDFRT:N0000004087(MPTP Poisoning [Disease/Finding])"",""SnoMedCT:15782007(MPTP-induced parkinsonism)"",""UMLS:C0270730(C0270730)""",PharmGKB
Mucocutaneous Lymph Node Syndrome,"MeSH:D009080(Mucocutaneous Lymph Node Syndrome),""MedDRA:10000747(Acute febrile mucocutaneous lymph node syndrome (MCLS))"",""NDFRT:N0000002042(Mucocutaneous Lymph Node Syndrome [Disease/Finding])"",""SnoMedCT:195349001(Acute febrile mucocutaneous lymph node syndrome NOS)"",""SnoMedCT:75053002(Acute febrile mucocutaneous lymph node syndrome)"",""UMLS:C0026691(C0026691)""",PharmGKB
Mucocutaneous-lymphangitic paracoccidioidomycosis,"MeSH:D010229(Paracoccidioidomycosis),""MedDRA:10061906(Paracoccidioides infection)"",""NDFRT:N0000002298(Paracoccidioidomycosis [Disease/Finding])"",""SnoMedCT:36866003(Mucocutaneous-lymphangitic paracoccidioidomycosis)"",""UMLS:C0030409(C0030409)""",PharmGKB
Mucoid otitis media NOS,"MeSH:D010034(Otitis Media with Effusion),""MedDRA:10018447(Glue ear)"",""NDFRT:N0000002267(Otitis Media with Effusion [Disease/Finding])"",""SnoMedCT:194264007(Mucoid otitis media NOS)"",""UMLS:C0029883(C0029883)""",PharmGKB
Mucolipidoses,"MeSH:D009081(Mucolipidoses),""NDFRT:N0000002043(Mucolipidoses [Disease/Finding])"",""SnoMedCT:70528007(Mucolipidosis)"",""UMLS:C0026697(C0026697)""",PharmGKB
Mucopolysaccharidoses,"MeSH:D009083(Mucopolysaccharidoses),""MedDRA:10028093(Mucopolysaccharidosis)"",""NDFRT:N0000002044(Mucopolysaccharidoses [Disease/Finding])"",""SnoMedCT:11380006(Mucopolysaccharidosis)"",""SnoMedCT:190942001(Mucopolysaccharidosis NOS)"",""UMLS:C0026703(C0026703)""",PharmGKB
Mucopolysaccharidosis I,"MeSH:D008059(Mucopolysaccharidosis I),""MedDRA:10056886(Mucopolysaccharidosis I)"",""NDFRT:N0000001849(Mucopolysaccharidosis I [Disease/Finding])"",""""SnoMedCT:75610003(Mucopolysaccharidosis, MPS-I)"""",""UMLS:C0023786(C0023786)""",PharmGKB
Mucopolysaccharidosis II,"MeSH:D016532(Mucopolysaccharidosis II),""MedDRA:10056917(Hunter's syndrome)"",""NDFRT:N0000003429(Mucopolysaccharidosis II [Disease/Finding])"",""""SnoMedCT:70737009(Mucopolysaccharidosis, MPS-II)"""",""UMLS:C0026705(C0026705)""",PharmGKB
Mucopolysaccharidosis VII,"MeSH:D016538(Mucopolysaccharidosis VII),""MedDRA:10056893(Mucopolysaccharidosis VII)"",""NDFRT:N0000003433(Mucopolysaccharidosis VII [Disease/Finding])"",""SnoMedCT:124470009(Deficiency of beta-glucuronidase)"",""""SnoMedCT:43916004(Mucopolysaccharidosis, MPS-VII)"""",""UMLS:C0085132(C0085132)""",PharmGKB
mucositis,MeSH:D052016(Mucositis),PharmGKB
Muir-Torr?© syndrome,"MeSH:D055653(Muir-Torre Syndrome),""MedDRA:10063042(Muir-Torre syndrome)"",""NDFRT:N0000181215(Muir-Torre Syndrome [Disease/Finding])"",""SnoMedCT:403824007(Munchausen's syndrome)"",""UMLS:C1321489(C1321489)""",PharmGKB
Mulibrey nanism syndrome,"MeSH:D050336(Mulibrey Nanism),""NDFRT:N0000171665(Mulibrey Nanism [Disease/Finding])"",""SnoMedCT:81604003(Mulibrey nanism syndrome)"",""UMLS:C0524582(C0524582)""",PharmGKB
Multicystic Dysplastic Kidney,"MeSH:D021782(Multicystic Dysplastic Kidney),""NDFRT:N0000004243(Multicystic Dysplastic Kidney [Disease/Finding])"",""SnoMedCT:204962002(Multicystic kidney)"",""UMLS:C0345335(C0345335)""",PharmGKB
Multiple Endocrine Neoplasia,"MeSH:D009377(Multiple Endocrine Neoplasia),""MedDRA:10061299(Multiple endocrine adenomatosis)"",""NDFRT:N0000002136(Multiple Endocrine Neoplasia [Disease/Finding])"",""SnoMedCT:60549007(Multiple endocrine adenomas)"",""UMLS:C0027662(C0027662)""",PharmGKB
Multiple Endocrine Neoplasia Type 1,"MeSH:D018761(Multiple Endocrine Neoplasia Type 1),""MedDRA:10026979(MEA Type I)"",""NDFRT:N0000003850(Multiple Endocrine Neoplasia Type 1 [Disease/Finding])"",""""SnoMedCT:30664006(Multiple endocrine neoplasia, type 1)"""",""UMLS:C0025267(C0025267)""",PharmGKB
Multiple Endocrine Neoplasia Type 2a,"MeSH:D018813(Multiple Endocrine Neoplasia Type 2a),""MedDRA:10026980(MEA Type II)"",""NDFRT:N0000003862(Multiple Endocrine Neoplasia Type 2a [Disease/Finding])"",""""SnoMedCT:61808009(Multiple endocrine neoplasia, type 2)"""",""UMLS:C0025268(C0025268)""",PharmGKB
Multiple Endocrine Neoplasia Type 2b,"MeSH:D018814(Multiple Endocrine Neoplasia Type 2b),""MedDRA:10056420(Multiple endocrine adenomatosis Type IIb)"",""NDFRT:N0000003863(Multiple Endocrine Neoplasia Type 2b [Disease/Finding])"",""""SnoMedCT:61530001(Multiple endocrine neoplasia, type 3)"""",""UMLS:C0025269(C0025269)""",PharmGKB
Multiple lentigines syndrome,"MeSH:D044542(LEOPARD Syndrome),""MedDRA:10057210(LEOPARD syndrome)"",""NDFRT:N0000010971(LEOPARD Syndrome [Disease/Finding])"",""SnoMedCT:111306001(Multiple lentigines syndrome)"",""UMLS:C0175704(C0175704)""",PharmGKB
Multiple Myeloma,"MeSH:D009101(Multiple Myeloma),""MedDRA:10028228(Multiple myeloma)"",""NDFRT:N0000002050(Multiple Myeloma [Disease/Finding])"",""SnoMedCT:109989006(Multiple myeloma)"",""""SnoMedCT:55921005(Multiple myeloma, no ICD-O subtype)"""",""UMLS:C0026764(C0026764)""",PharmGKB
Multiple Organ Failure,"MeSH:D009102(Multiple Organ Failure),""MedDRA:10027803(MOF)"",""NDFRT:N0000002051(Multiple Organ Failure [Disease/Finding])"",""SnoMedCT:238148004(Multiple organ dysfunction syndrome)"",""SnoMedCT:57653000(Multiple organ failure)"",""UMLS:C0026766(C0026766)""",PharmGKB
Multiple personality disorder,"MeSH:D009105(Multiple Personality Disorder),""MedDRA:10013468(Dissociative identity disorder)"",""NDFRT:N0000002054(Multiple Personality Disorder [Disease/Finding])"",""SnoMedCT:31611000(Multiple personality disorder)"",""UMLS:C0026773(C0026773)""",PharmGKB
"Multiple pregnancy NOS, unspecified","MeSH:D011272(Pregnancy, Multiple)"""",""MedDRA:10028214(Multiple gestation)"",""""SnoMedCT:199338002(Multiple pregnancy NOS, unspecified)"""",""UMLS:C0032989(C0032989)""",PharmGKB
Multiple Pterygium Syndrome,"SnoMedCT:205819008(Multiple pterygium syndrome),""UMLS:C0265261(C0265261)""",PharmGKB
Multiple Sclerosis,"MeSH:D009103(Multiple Sclerosis),""MedDRA:10013451(Disseminated sclerosis)"",""NDFRT:N0000002052(Multiple Sclerosis [Disease/Finding])"",""SnoMedCT:192928003(Generalized multiple sclerosis)"",""SnoMedCT:192930001(Multiple sclerosis NOS)"",""SnoMedCT:24700007(Multiple sclerosis)"",""UMLS:C0026769(C0026769)""",PharmGKB
"Multiple Sclerosis, Chronic Progressive","MeSH:D020528(Multiple Sclerosis, Chronic Progressive)"""",""""NDFRT:N0000004163(Multiple Sclerosis, Chronic Progressive [Disease/Finding])"""",""SnoMedCT:230373008(Chronic progressive multiple sclerosis)"",""UMLS:C0393665(C0393665)""",PharmGKB
"Multiple Sclerosis, Relapsing-Remitting","MeSH:D020529(Multiple Sclerosis, Relapsing-Remitting)"""",""MedDRA:10063399(Relapsing-remitting multiple sclerosis)"",""""NDFRT:N0000004164(Multiple Sclerosis, Relapsing-Remitting [Disease/Finding])"""",""SnoMedCT:426373005(Relapsing remitting multiple sclerosis)"",""UMLS:C0751967(C0751967)""",PharmGKB
Multiple sulphatase deficiency,"MeSH:D052517(Multiple Sulfatase Deficiency Disease),""NDFRT:N0000181099(Multiple Sulfatase Deficiency Disease [Disease/Finding])"",""SnoMedCT:54898003(Multiple sulphatase deficiency)"",""UMLS:C0268263(C0268263)""",PharmGKB
Multiple symmetrical lipomatosis,"MeSH:D008069(Lipomatosis, Multiple Symmetrical)"""",""""NDFRT:N0000001856(Lipomatosis, Multiple Symmetrical [Disease/Finding])"""",""SnoMedCT:238902007(Multiple symmetrical lipomatosis)"",""UMLS:C0023804(C0023804)""",PharmGKB
Multiple synostosis syndrome,"SnoMedCT:62628008(Multiple synostosis syndrome),""UMLS:C0175700(C0175700)""",PharmGKB
Multiple System Atrophy,"MeSH:D019578(Multiple System Atrophy),""MedDRA:10064060(Multiple system atrophy)"",""NDFRT:N0000003942(Multiple System Atrophy [Disease/Finding])"",""SnoMedCT:230297002(Multiple system atrophy)"",""UMLS:C0393571(C0393571)""",PharmGKB
Multiple Trauma,"MeSH:D009104(Multiple Trauma),""MedDRA:10028224(Multiple injuries)"",""NDFRT:N0000002053(Multiple Trauma [Disease/Finding])"",""SnoMedCT:12835000(Multiple injuries)"",""SnoMedCT:262519004(Multiple injuries)"",""SnoMedCT:57028002(Multiple wounds)"",""UMLS:C0026771(C0026771)""",PharmGKB
Mumps,"MeSH:D009107(Mumps),""MedDRA:10009300(Clinical mumps)"",""NDFRT:N0000002055(Mumps [Disease/Finding])"",""SnoMedCT:240526004(Mumps parotitis)"",""SnoMedCT:36989005(Mumps)"",""UMLS:C0026780(C0026780)""",PharmGKB
Munchausen's syndrome,"MeSH:D009110(Munchausen Syndrome),""MedDRA:10028279(Munchausen's syndrome)"",""NDFRT:N0000002056(Munchausen Syndrome [Disease/Finding])"",""SnoMedCT:21586000(Munchausen's syndrome)"",""UMLS:C0026785(C0026785)""",PharmGKB
Murine typhus,"MeSH:D014437(Typhus, Endemic Flea-Borne)"""",""MedDRA:10028281(Murine (endemic) typhus)"",""""NDFRT:N0000003060(Typhus, Endemic Flea-Borne [Disease/Finding])"""",""SnoMedCT:25668000(Murine typhus)"",""UMLS:C0041472(C0041472)""",PharmGKB
Muscle Cramp,"MeSH:D009120(Muscle Cramp),""MedDRA:10011285(Cramp)"",""NDFRT:N0000002057(Muscle Cramp [Disease/Finding])"",""SnoMedCT:55300003(Cramp)"",""UMLS:C0026821(C0026821)""",PharmGKB
Muscle Glycogen Storage Disease 0,"MeSH:D005405(D-Ala(2),MePhe(4),Met(0)-ol-enkephalin)""""",PharmGKB
Muscle Hypotonia,"MeSH:D009123(Muscle Hypotonia),""MedDRA:10011973(Decreased muscle tone)"",""NDFRT:N0000002059(Muscle Hypotonia [Disease/Finding])"",""SnoMedCT:398151007(Decreased muscle tone)"",""SnoMedCT:398152000(Poor muscle tone)"",""UMLS:C0026827(C0026827)""",PharmGKB
Muscle Neoplasms,"MeSH:D019042(Muscle Neoplasms),""NDFRT:N0000003886(Muscle Neoplasms [Disease/Finding])"",""SnoMedCT:115228006(Myomatous neoplasm)"",""SnoMedCT:126616000(Neoplasm of muscle)"",""UMLS:C0282606(C0282606)""",PharmGKB
Muscle phosphofructokinase deficiency,"MeSH:D006014(Glycogen Storage Disease Type VII),""MedDRA:10053241(Glycogen storage disease type VII)"",""NDFRT:N0000001367(Glycogen Storage Disease Type VII [Disease/Finding])"",""SnoMedCT:234406005(Muscle phosphofructokinase deficiency)"",""UMLS:C0017926(C0017926)""",PharmGKB
Muscle Rigidity,"MeSH:D009127(Muscle Rigidity),""MedDRA:10028330(Muscle rigidity)"",""NDFRT:N0000002060(Muscle Rigidity [Disease/Finding])"",""SnoMedCT:16046003(Muscle rigidity)"",""UMLS:C0026837(C0026837)""",PharmGKB
Muscle Spasticity,"MeSH:D009128(Muscle Spasticity),""MedDRA:10028335(Muscle spasticity)"",""NDFRT:N0000002061(Muscle Spasticity [Disease/Finding])"",""SnoMedCT:221360009(Spasticity)"",""SnoMedCT:397790002(Spasticity)"",""UMLS:C0026838(C0026838)""",PharmGKB
Muscle Weakness,"MeSH:D018908(Muscle Weakness),""MedDRA:10028350(Muscle weakness)"",""NDFRT:N0000003878(Muscle Weakness [Disease/Finding])"",""SnoMedCT:26544005(Muscle weakness)"",""UMLS:C0151786(C0151786)""",PharmGKB
Muscular Atrophy,"MeSH:D009133(Muscular Atrophy),""MedDRA:10002027(Amyotrophy)"",""NDFRT:N0000002062(Muscular Atrophy [Disease/Finding])"",""SnoMedCT:203036002(Amyotrophia NOS)"",""SnoMedCT:88092000(Muscle atrophy)"",""UMLS:C0026846(C0026846)""",PharmGKB
"Muscular Atrophy, Spinal","MeSH:D009134(Muscular Atrophy, Spinal)"""",""MedDRA:10051207(Spinal amyotrophy)"",""""NDFRT:N0000002063(Muscular Atrophy, Spinal [Disease/Finding])"""",""SnoMedCT:192885003(Unspecified spinal muscular atrophy)"",""SnoMedCT:192887006(Spinal muscular atrophy NOS)"",""SnoMedCT:5262007(Spinal muscular atrophy)"",""UMLS:C0026847(C0026847)""",PharmGKB
Muscular Diseases,"MeSH:D009135(Muscular Diseases),""MedDRA:10013237(Disorder muscle)"",""NDFRT:N0000002064(Muscular Diseases [Disease/Finding])"",""SnoMedCT:129565002(Disorder of muscle)"",""UMLS:C0026848(C0026848)""",PharmGKB
"Muscular Disorders, Atrophic","MeSH:D020966(Muscular Disorders, Atrophic)"""",""""NDFRT:N0000004236(Muscular Disorders, Atrophic [Disease/Finding])"""",""""UMLS:C0752352(Muscular Disorders, Atrophic [Disease/Finding])""""",PharmGKB
Muscular Dystrophies,"MeSH:D009136(Muscular Dystrophies),""MedDRA:10019897(Hereditary progressive muscular dystrophy)"",""NDFRT:N0000002065(Muscular Dystrophies [Disease/Finding])"",""SnoMedCT:193225000(Hereditary progressive muscular dystrophy)"",""SnoMedCT:193236007(Hereditary progressive muscular dystrophy NOS)"",""SnoMedCT:73297009(Muscular dystrophy)"",""UMLS:C0026850(C0026850)""",PharmGKB
"Muscular Dystrophy, Duchenne","MeSH:D020388(Muscular Dystrophy, Duchenne)"""",""MedDRA:10013801(Duchenne muscular dystrophy)"",""""NDFRT:N0000004131(Muscular Dystrophy, Duchenne [Disease/Finding])"""",""SnoMedCT:76670001(Duchenne muscular dystrophy)"",""UMLS:C0013264(C0013264)""",PharmGKB
"Muscular Dystrophy, Emery-Dreifuss","MeSH:D020389(Muscular Dystrophy, Emery-Dreifuss)"""",""""NDFRT:N0000004132(Muscular Dystrophy, Emery-Dreifuss [Disease/Finding])"""",""SnoMedCT:111508004(Emery-Dreifuss muscular dystrophy)"",""UMLS:C0410189(C0410189)""",PharmGKB
"Muscular Dystrophy, Facioscapulohumeral","MeSH:D020391(Muscular Dystrophy, Facioscapulohumeral)"""",""MedDRA:10064087(Facioscapulohumeral muscular dystrophy)"",""""NDFRT:N0000004133(Muscular Dystrophy, Facioscapulohumeral [Disease/Finding])"""",""SnoMedCT:399091004(Facioscapulohumeral muscular dystrophy)"",""UMLS:C0238288(C0238288)""",PharmGKB
Muscular hypertonicity,"MeSH:D009122(Muscle Hypertonia),""MedDRA:10020852(Hypertonia)"",""NDFRT:N0000002058(Muscle Hypertonia [Disease/Finding])"",""SnoMedCT:41581000(Muscular hypertonicity)"",""UMLS:C0026826(C0026826)""",PharmGKB
Musculoskeletal Abnormalities,"MeSH:D009139(Musculoskeletal Abnormalities),""MedDRA:10002622(Anomaly congenital musculoskeletal (NOS))"",""NDFRT:N0000002066(Musculoskeletal Abnormalities [Disease/Finding])"",""SnoMedCT:205117007(Congenital musculoskeletal deformity NOS)"",""SnoMedCT:268281003(Congenital musculoskeletal anomalies NOS)"",""SnoMedCT:73573004(Congenital anomaly of musculoskeletal system)"",""UMLS:C0151491(C0151491)""",PharmGKB
Musculoskeletal Diseases,"MeSH:D009140(Musculoskeletal Diseases),""MedDRA:10048592(Musculoskeletal disorder)"",""NDFRT:N0000002067(Musculoskeletal Diseases [Disease/Finding])"",""SnoMedCT:274149006(Musculo-skeletal disorder NOS)"",""SnoMedCT:928000(Disorder of musculoskeletal system)"",""UMLS:C0026857(C0026857)""",PharmGKB
musculoskeletal pain,MeSH:D059352(Musculoskeletal Pain),PharmGKB
Mutism,"MeSH:D009155(Mutism),""MedDRA:10028403(Mutism)"",""NDFRT:N0000002069(Mutism [Disease/Finding])"",""SnoMedCT:88052002(Mutism)"",""UMLS:C0026884(C0026884)""",PharmGKB
Myalgia unspecified,"MedDRA:10028287(Muscle ache),""SnoMedCT:268010003(Myalgia unspecified)"",""UMLS:C0231528(C0231528)""",PharmGKB
Myasthenia Gravis,"MeSH:D009157(Myasthenia Gravis),""MedDRA:10028417(Myasthenia gravis)"",""NDFRT:N0000002070(Myasthenia Gravis [Disease/Finding])"",""SnoMedCT:193208002(Myasthenia gravis NOS)"",""SnoMedCT:91637004(Myasthenia gravis)"",""UMLS:C0026896(C0026896)""",PharmGKB
"Myasthenia Gravis, Autoimmune, Experimental","MeSH:D020720(Myasthenia Gravis, Autoimmune, Experimental)"""",""""NDFRT:N0000004166(Myasthenia Gravis, Autoimmune, Experimental [Disease/Finding])"""",""""UMLS:C0752087(Myasthenia Gravis, Autoimmune, Experimental [Disease/Finding])""""",PharmGKB
"Myasthenia Gravis, Neonatal","MeSH:D020941(Myasthenia Gravis, Neonatal)"""",""MedDRA:10028419(Myasthenia gravis neonatal)"",""""NDFRT:N0000004229(Myasthenia Gravis, Neonatal [Disease/Finding])"""",""SnoMedCT:82178003(Neonatal myasthenia gravis)"",""UMLS:C0158982(C0158982)""",PharmGKB
"Myasthenic Syndromes, Congenital","MeSH:D020294(Myasthenic Syndromes, Congenital)"""",""""NDFRT:N0000004099(Myasthenic Syndromes, Congenital [Disease/Finding])"""",""""UMLS:C0751882(Myasthenic Syndromes, Congenital [Disease/Finding])""""",PharmGKB
Mycetoma,"MeSH:D008271(Mycetoma),""MedDRA:10028427(Mycetoma NOS)"",""NDFRT:N0000001920(Mycetoma [Disease/Finding])"",""SnoMedCT:410039003(Mycetoma)"",""UMLS:C0024449(C0024449)""",PharmGKB
Mycobacterial disease NOS,"MeSH:D009164(Mycobacterium Infections),""MedDRA:10062207(Mycobacterial infection)"",""NDFRT:N0000002071(Mycobacterium Infections [Disease/Finding])"",""SnoMedCT:186345003(Mycobacterial disease NOS)"",""UMLS:C0026918(C0026918)""",PharmGKB
